id,Model name,Process,TDP,Release Year
1881,Intel Pentium 4 HT 3.40,130,89,2004
1882,Intel Pentium 4 HT 3.4E,90,115,2004
1883,Intel Pentium 4 HT 3.6E,90,115,2004
1884,Intel Pentium 4 HT 515,90,84,2001
1885,Intel Pentium 4 HT 515,90,84,2001
1886,Intel Pentium 4 HT 516,90,84,2001
1887,Intel Pentium 4 HT 516,90,84,2001
1888,Intel Pentium 4 HT 517,90,84,2001
1889,Intel Pentium 4 HT 517,90,84,2001
1890,Intel Pentium 4 HT 520,90,84,2004
1891,Intel Pentium 4 HT 520,90,84,2004
1892,Intel Pentium 4 HT 520,90,84,2004
1893,Intel Pentium 4 HT 520,90,84,2004
1894,Intel Pentium 4 HT 521,90,84,2005
1895,Intel Pentium 4 HT 524,90,84,2001
1896,Intel Pentium 4 HT 524,90,84,2001
1897,Intel Pentium 4 HT 530,90,84,2004
1898,Intel Pentium 4 HT 531,90,84,2005
1899,Intel Pentium 4 HT 540,90,84,2004
1900,Intel Pentium 4 HT 541,90,84,2005
1901,Intel Pentium 4 HT 550,90,115,2004
1902,Intel Pentium 4 HT 551,90,115,2005
1903,Intel Pentium 4 HT 560,90,115,2004
1904,Intel Pentium 4 HT 561,90,115,2005
1905,Intel Pentium 4 HT 570,90,115,2004
1906,Intel Pentium 4 HT 571,90,115,2005
1907,Intel Pentium 4 HT 620,90,84,2005
1908,Intel Pentium 4 HT 630,90,84,2005
1909,Intel Pentium 4 HT 631,65,86,2006
1910,Intel Pentium 4 HT 640,90,84,2005
1911,Intel Pentium 4 HT 641,65,86,2006
1912,Intel Pentium 4 HT 650,90,84,2005
1913,Intel Pentium 4 HT 651,65,86,2006
1914,Intel Pentium 4 HT 660,90,84,2005
1915,Intel Pentium 4 HT 661,65,86,2006
1916,Intel Pentium 4 HT 662,90,84,2005
1917,Intel Pentium 4 HT 670,90,84,2005
1918,Intel Pentium 4 HT 672,90,84,2005
1919,Intel Pentium 4 HT EE 3.20,130,110,2003
1920,Intel Pentium 4 HT EE 3.40,130,110,2004
1921,Intel Pentium 4 HT EE 3.40,130,110,2004
1922,Intel Pentium 4 HT EE 3.46,130,110,2004
1923,Intel Pentium 4 HT EE 3.73,90,115,2005
1924,Intel Pentium 4-M 1.40,130,21,2002
1925,Intel Pentium 4-M 1.50,130,26,2002
1926,Intel Pentium 4-M 1.60,130,30,2002
1927,Intel Pentium 4-M 1.70,130,30,2002
1928,Intel Pentium 4-M 1.80,130,30,2002
1929,Intel Pentium 4-M 1.90,130,32,2002
1930,Intel Pentium 4-M 2.00,130,32,2002
1931,Intel Pentium 4-M 2.20,130,35,2002
1932,Intel Pentium 4-M 2.40,130,35,2003
1933,Intel Pentium 4-M 2.50,130,35,2003
1934,Intel Pentium 4-M 2.60,130,35,2003
1935,Intel Pentium 957,32,17,2011
1936,Intel Pentium 967,32,17,2011
1937,Intel Pentium 977,32,17,2012
1938,Intel Pentium 987,32,17,2013
1939,Intel Pentium 997,32,17,2012
1940,Intel Pentium B915C,32,35,2012
1941,Intel Pentium B940,32,35,2011
1942,Intel Pentium B950,32,35,2011
1943,Intel Pentium B960,32,35,2011
1944,Intel Pentium B970,32,35,2012
1945,Intel Pentium B980,32,35,2012
1946,Intel Pentium D 820,90,130,2005
1947,Intel Pentium D 820,90,130,2005
1948,Intel Pentium D 830,90,130,2005
1949,Intel Pentium D 840,90,130,2005
1950,Intel Pentium D 840 EE,90,130,2005
1951,Intel Pentium D 915,65,95,2006
1952,Intel Pentium D 920,65,130,2006
1953,Intel Pentium D 925,65,95,2006
1954,Intel Pentium D 930,65,130,2006
1955,Intel Pentium D 935,65,95,2007
1956,Intel Pentium D 940,65,130,2006
1957,Intel Pentium D 945,65,95,2006
1958,Intel Pentium D 950,65,130,2006
1959,Intel Pentium D 955 EE,65,130,2006
1960,Intel Pentium D 960,65,130,2006
1961,Intel Pentium D 965 EE,65,130,2006
1962,Intel Pentium Dual-Core E2140,65,65,2007
1963,Intel Pentium Dual-Core E2160,65,65,2007
1964,Intel Pentium Dual-Core E2180,65,65,2007
1965,Intel Pentium Dual-Core E2200,65,65,2007
1966,Intel Pentium Dual-Core E2210,45,65,2009
1967,Intel Pentium Dual-Core E2220,65,65,2008
1968,Intel Pentium Dual-Core T4200,45,35,2009
1969,Intel Pentium Dual-Core T4300,45,35,2009
1970,Intel Pentium Dual-Core T4400,45,35,2009
1971,Intel Pentium Dual-Core T4500,45,35,2010
1972,Intel Pentium E5200,45,65,2008
1973,Intel Pentium E5300,45,65,2008
1974,Intel Pentium E5400,45,65,2009
1975,Intel Pentium E5500,45,65,2010
1976,Intel Pentium E5700,45,65,2010
1977,Intel Pentium E5800,45,65,2010
1978,Intel Pentium E6300,45,65,2009
1979,Intel Pentium E6500,45,65,2009
1980,Intel Pentium E6500K,45,65,2009
1981,Intel Pentium E6600,45,65,2010
1982,Intel Pentium E6700,45,65,2010
1983,Intel Pentium E6800,45,65,2010
1984,Intel Pentium G2010,22,55,2013
1985,Intel Pentium G2020,22,55,2013
1986,Intel Pentium G2020T,22,35,2013
1987,Intel Pentium G2100T,22,35,2012
1988,Intel Pentium G2120,22,55,2012
1989,Intel Pentium G2130,22,55,2013
1990,Intel Pentium G3220,22,54,2013
1991,Intel Pentium G3220T,22,35,2013
1992,Intel Pentium G3250,22,54,2014
1993,Intel Pentium G3250T,22,35,2014
1994,Intel Pentium G3258,22,54,2014
1995,Intel Pentium G3420,22,54,2013
1996,Intel Pentium G3420T,22,35,2013
1997,Intel Pentium G3430,22,54,2013
1998,Intel Pentium G3440,22,54,2014
1999,Intel Pentium G3450,22,54,2014
2000,Intel Pentium G3450T,22,35,2014
2001,Intel Pentium G3460,22,54,2014
2002,Intel Pentium G4400,14,51,2015
2003,Intel Pentium G4500,14,51,2015
2004,Intel Pentium G4520,14,51,2015
2005,Intel Pentium G4560,14,51,2017
2006,Intel Pentium G4560T,14,35,2017
2007,Intel Pentium G4600,14,51,2017
2008,Intel Pentium G4600T,14,35,2017
2009,Intel Pentium G4620,14,51,2017
2010,Intel Pentium G620,32,65,2011
2011,Intel Pentium G620T,32,35,2011
2012,Intel Pentium G622,32,65,2011
2013,Intel Pentium G630,32,65,2011
2014,Intel Pentium G630T,32,35,2011
2015,Intel Pentium G632,32,65,2011
2016,Intel Pentium G640,32,65,2012
2017,Intel Pentium G640T,32,35,2012
2018,Intel Pentium G645,32,65,2012
2019,Intel Pentium G645T,32,35,2012
2020,Intel Pentium G6950,32,73,2010
2021,Intel Pentium G6951,32,73,2010
2022,Intel Pentium G6960,32,73,2011
2023,Intel Pentium G840,32,65,2011
2024,Intel Pentium G850,32,65,2011
2025,Intel Pentium G860,32,65,2011
2026,Intel Pentium G860T,32,35,2012
2027,Intel Pentium G870,32,65,2012
2028,Intel Pentium Gold G5400,14,51,2018
2029,Intel Pentium Gold G5500,14,51,2018
2030,Intel Pentium Gold G5600,14,51,2018
2031,Intel Pentium Gold G5620,14,51,2019
2032,Intel Pentium Gold G6400,14,58,2020
2033,Intel Pentium Gold G6405,14,65,2021
2034,Intel Pentium Gold G6405T,14,35,2021
2035,Intel Pentium Gold G6500,14,58,2020
2036,Intel Pentium Gold G6505,14,65,2021
2037,Intel Pentium Gold G6505T,14,35,2021
2038,Intel Pentium Gold G6600,14,58,2020
2039,Intel Pentium Gold G6605,14,65,2021
2040,Intel Pentium III 1000,180,29,2001
2041,Intel Pentium III 1000,130,30,2001
2042,Intel Pentium III 1000S,130,30,2001
2043,Intel Pentium III 1133,180,29,2000
2044,Intel Pentium III 1133,180,29,2001
2045,Intel Pentium III 1133,130,29,2001
2046,Intel Pentium III 1133S,130,29,2001
2047,Intel Pentium III 1200,130,30,2001
2048,Intel Pentium III 1266S,130,30,2001
2049,Intel Pentium III 1333,130,30,2001
2050,Intel Pentium III 1400,130,31,2001
2051,Intel Pentium III 1400S,130,32,2002
2052,Intel Pentium III 800,180,38,2001
2053,Intel Pentium III 866,180,38,2001
2054,Intel Pentium III 933,180,27,2001
2055,Intel Pentium M 1.30,130,24,2003
2056,Intel Pentium M 1.40,130,24,2003
2057,Intel Pentium M 1.50,130,24,2003
2058,Intel Pentium M 1.60,130,24,2003
2059,Intel Pentium M 1.70,130,24,2003
2060,Intel Pentium M 715,90,21,2004
2061,Intel Pentium M 725,90,21,2004
2062,Intel Pentium M 730,90,27,2005
2063,Intel Pentium M 735,90,21,2004
2064,Intel Pentium M 740,90,27,2005
2065,Intel Pentium M 745,90,21,2004
2066,Intel Pentium M 750,90,27,2005
2067,Intel Pentium M 755,90,21,2004
2068,Intel Pentium M 760,90,27,2005
2069,Intel Pentium M 765,90,21,2004
2070,Intel Pentium M 770,90,27,2005
2071,Intel Pentium M 780,90,27,2005
2072,Intel Pentium P6000,32,35,2010
2073,Intel Pentium P6100,32,35,2010
2074,Intel Pentium P6200,32,35,2010
2075,Intel Pentium P6300,32,35,2011
2076,Intel Pentium Silver J5005,14,10,2017
2077,Intel Pentium SU2700,45,10,2009
2078,Intel Pentium SU4100,45,10,2009
2079,Intel Pentium U5400,32,18,2010
2080,Intel Pentium U5600,32,18,2011
2081,Intel Xeon 2.0,130,89,2002
2082,Intel Xeon 2.4,130,89,2002
2083,Intel Xeon 2.66,130,89,2002
2084,Intel Xeon 2.8,130,89,2002
2085,Intel Xeon 2.8,90,135,2004
2086,Intel Xeon 2.8,90,135,2005
2087,Intel Xeon 3.0,90,135,2004
2088,Intel Xeon 3.0,90,135,2005
2089,Intel Xeon 3.06,130,97,2003
2090,Intel Xeon 3.06,130,97,2003
2091,Intel Xeon 3.06,130,89,2003
2092,Intel Xeon 3.2,90,135,2004
2093,Intel Xeon 3.2,90,135,2005
2094,Intel Xeon 3.20,130,97,2003
2095,Intel Xeon 3.20,130,97,2004
2096,Intel Xeon 3.4,90,135,2004
2097,Intel Xeon 3.4,90,135,2005
2098,Intel Xeon 3.6,90,135,2004
2099,Intel Xeon 3.6,90,135,2005
2100,Intel Xeon 5030,65,95,2006
2101,Intel Xeon 5040,65,95,2006
2102,Intel Xeon 5050,65,95,2006
2103,Intel Xeon 5060,65,130,2006
2104,Intel Xeon 5063,65,95,2006
2105,Intel Xeon 5080,65,130,2006
2106,Intel Xeon 5110,65,65,2006
2107,Intel Xeon 5120,65,65,2006
2108,Intel Xeon 5130,65,65,2006
2109,Intel Xeon 5140,65,65,2006
2110,Intel Xeon 5148,65,40,2006
2111,Intel Xeon 5150,65,65,2006
2112,Intel Xeon 5160,65,80,2006
2113,Intel Xeon 7110M,65,95,2006
2114,Intel Xeon 7110N,65,95,2006
2115,Intel Xeon 7120M,65,95,2006
2116,Intel Xeon 7120N,65,95,2006
2117,Intel Xeon 7130M,65,150,2006
2118,Intel Xeon 7130N,65,150,2006
2119,Intel Xeon 7140M,65,150,2006
2120,Intel Xeon 7140N,65,150,2006
2121,Intel Xeon Bronze 3106,14,85,2017
2122,Intel Xeon E-2124,14,72,2018
2123,Intel Xeon E-2124G,14,72,2018
2124,Intel Xeon E-2314,14,65,2021
2125,Intel Xeon E-2324G,14,65,2021
2126,Intel Xeon E-2334,14,65,2021
2127,Intel Xeon E-2336,14,65,2021
2128,Intel Xeon E-2356G,14,80,2021
2129,Intel Xeon E-2374G,14,80,2021
2130,Intel Xeon E-2378,14,65,2021
2131,Intel Xeon E-2378G,14,80,2021
2132,Intel Xeon E-2386G,14,95,2021
2133,Intel Xeon E-2388G,14,95,2021
2134,Intel Xeon E3-1105C,32,25,2012
2135,Intel Xeon E3-1125C,32,40,2012
2136,Intel Xeon E3-1220,32,80,2011
2137,Intel Xeon E3-1220 v2,22,69,2012
2138,Intel Xeon E3-1220 v3,22,80,2013
2139,Intel Xeon E3-1220L,32,20,2011
2140,Intel Xeon E3-1220L v2,22,17,2012
2141,Intel Xeon E3-1220L v3,22,16,2013
2142,Intel Xeon E3-1225,32,95,2011
2143,Intel Xeon E3-1225 v2,22,77,2012
2144,Intel Xeon E3-1225 v3,22,84,2013
2145,Intel Xeon E3-1230,32,80,2011
2146,Intel Xeon E3-1230 v2,22,69,2012
2147,Intel Xeon E3-1230 v3,22,80,2013
2148,Intel Xeon E3-1230L v3,22,25,2013
2149,Intel Xeon E3-1235,32,95,2011
2150,Intel Xeon E3-1240,32,80,2011
2151,Intel Xeon E3-1240 v2,22,69,2012
2152,Intel Xeon E3-1240 v3,22,80,2013
2153,Intel Xeon E3-1245,32,95,2011
2154,Intel Xeon E3-1245 v2,22,77,2012
2155,Intel Xeon E3-1245 v3,22,84,2013
2156,Intel Xeon E3-1260L,32,45,2011
2157,Intel Xeon E3-1265L v2,22,45,2012
2158,Intel Xeon E3-1265L v3,22,45,2013
2159,Intel Xeon E3-1270,32,80,2011
2160,Intel Xeon E3-1270 v2,22,69,2012
2161,Intel Xeon E3-1270 v3,22,80,2013
2162,Intel Xeon E3-1275,32,95,2011
2163,Intel Xeon E3-1275 v2,22,77,2012
2164,Intel Xeon E3-1275 v3,22,84,2013
2165,Intel Xeon E3-1280,32,95,2011
2166,Intel Xeon E3-1280 v2,22,69,2012
2167,Intel Xeon E3-1280 v3,22,82,2013
2168,Intel Xeon E3-1280 v5,14,80,2015
2169,Intel Xeon E3-1285 v3,22,84,2013
2170,Intel Xeon E3-1285 v4,14,95,2015
2171,Intel Xeon E3-1285 v6,14,79,2017
2172,Intel Xeon E3-1285L v3,22,65,2013
2173,Intel Xeon E3-1290,32,95,2011
2174,Intel Xeon E3-1290 v2,22,87,2012
2175,Intel Xeon E5-1410,32,80,2012
2176,Intel Xeon E5-1428L,32,60,2012
2177,Intel Xeon E5-1620,32,130,2012
2178,Intel Xeon E5-1620 v2,22,130,2013
2179,Intel Xeon E5-1650,32,130,2012
2180,Intel Xeon E5-1650 v2,22,130,2013
2181,Intel Xeon E5-1660,32,130,2012
2182,Intel Xeon E5-1660 v2,22,130,2013
2183,Intel Xeon E5-2403,32,80,2012
2184,Intel Xeon E5-2403 v2,22,80,2013
2185,Intel Xeon E5-2407,32,80,2012
2186,Intel Xeon E5-2407 v2,22,80,2013
2187,Intel Xeon E5-2418L,32,50,2012
2188,Intel Xeon E5-2420,32,95,2012
2189,Intel Xeon E5-2420 v2,22,80,2013
2190,Intel Xeon E5-2428L,32,60,2012
2191,Intel Xeon E5-2430,32,95,2012
2192,Intel Xeon E5-2430 v2,22,80,2013
2193,Intel Xeon E5-2430L,32,60,2012
2194,Intel Xeon E5-2440,32,95,2012
2195,Intel Xeon E5-2440 v2,22,95,2013
2196,Intel Xeon E5-2448L,32,70,2012
2197,Intel Xeon E5-2450,32,95,2012
2198,Intel Xeon E5-2450 v2,22,95,2013
2199,Intel Xeon E5-2450L,32,70,2012
2200,Intel Xeon E5-2470,32,95,2012
2201,Intel Xeon E5-2470 v2,22,95,2013
2202,Intel Xeon E5-2603,32,80,2012
2203,Intel Xeon E5-2603 v2,22,80,2013
2204,Intel Xeon E5-2609,32,80,2012
2205,Intel Xeon E5-2609 v2,22,80,2013
2206,Intel Xeon E5-2620,32,95,2012
2207,Intel Xeon E5-2620 v2,22,80,2013
2208,Intel Xeon E5-2630,32,95,2012
2209,Intel Xeon E5-2630 v2,22,80,2013
2210,Intel Xeon E5-2630L,32,60,2012
2211,Intel Xeon E5-2630L v2,22,60,2013
2212,Intel Xeon E5-2637,32,80,2012
2213,Intel Xeon E5-2637 v2,22,130,2013
2214,Intel Xeon E5-2640,32,95,2012
2215,Intel Xeon E5-2640 v2,22,95,2013
2216,Intel Xeon E5-2643,32,130,2012
2217,Intel Xeon E5-2643 v2,22,130,2013
2218,Intel Xeon E5-2648L,32,70,2012
2219,Intel Xeon E5-2650,32,95,2012
2220,Intel Xeon E5-2650 v2,22,95,2013
2221,Intel Xeon E5-2650L,32,70,2012
2222,Intel Xeon E5-2650L v2,22,70,2013
2223,Intel Xeon E5-2658,32,95,2012
2224,Intel Xeon E5-2660,32,95,2012
2225,Intel Xeon E5-2660 v2,22,95,2013
2226,Intel Xeon E5-2665,32,115,2012
2227,Intel Xeon E5-2667,32,130,2012
2228,Intel Xeon E5-2667 v2,22,130,2013
2229,Intel Xeon E5-2670,32,115,2012
2230,Intel Xeon E5-2670 v2,22,115,2013
2231,Intel Xeon E5-2680,32,130,2012
2232,Intel Xeon E5-2680 v2,22,115,2013
2233,Intel Xeon E5-2687W,32,150,2012
2234,Intel Xeon E5-2687W v2,22,130,2013
2235,Intel Xeon E5-2690,32,135,2012
2236,Intel Xeon E5-2690 v2,22,130,2013
2237,Intel Xeon E5-2692 v2,22,100,2013
2238,Intel Xeon E5-2695 v2,22,115,2013
2239,Intel Xeon E5-2697 v2,22,130,2013
2240,Intel Xeon E5-4603,32,95,2012
2241,Intel Xeon E5-4607,32,95,2012
2242,Intel Xeon E5-4610,32,130,2012
2243,Intel Xeon E5-4617,32,130,2012
2244,Intel Xeon E5-4620,32,130,2012
2245,Intel Xeon E5-4640,32,95,2012
2246,Intel Xeon E5-4650,32,130,2012
2247,Intel Xeon E5-4650L,32,115,2012
2248,Intel Xeon E5502,45,80,2009
2249,Intel Xeon E5503,45,80,2010
2250,Intel Xeon E5504,45,80,2009
2251,Intel Xeon E5506,45,80,2009
2252,Intel Xeon E5507,45,80,2010
2253,Intel Xeon E5520,45,80,2009
2254,Intel Xeon E5530,45,80,2009
2255,Intel Xeon E5540,45,80,2009
2256,Intel Xeon E5603,32,80,2011
2257,Intel Xeon E5606,32,80,2011
2258,Intel Xeon E5607,32,80,2011
2259,Intel Xeon E5620,32,80,2010
2260,Intel Xeon E5630,32,80,2010
2261,Intel Xeon E5640,32,80,2010
2262,Intel Xeon E5645,32,80,2010
2263,Intel Xeon E5649,32,80,2011
2264,Intel Xeon E7-4809 v3,22,115,2015
2265,Intel Xeon E7-4820 v3,22,115,2015
2266,Intel Xeon E7-4830 v3,22,115,2015
2267,Intel Xeon E7-4850 v3,22,115,2015
2268,Intel Xeon E7-8850,32,130,2011
2269,Intel Xeon E7-8860,32,130,2011
2270,Intel Xeon E7-8860 v3,22,140,2015
2271,Intel Xeon E7-8867 v3,22,165,2015
2272,Intel Xeon E7-8870,32,130,2011
2273,Intel Xeon E7-8870 v3,22,140,2015
2274,Intel Xeon E7-8880 v3,22,150,2015
2275,Intel Xeon E7-8880L v3,22,115,2015
2276,Intel Xeon E7-8890 v3,22,165,2015
2277,Intel Xeon E7-8891 v3,22,165,2015
2278,Intel Xeon E7-8893 v3,22,140,2015
2279,Intel Xeon Gold 5315Y,10,140,2021
2280,Intel Xeon Gold 5317,10,150,2021
2281,Intel Xeon Gold 5318H,14,150,2021
2282,Intel Xeon Gold 5318N,10,150,2021
2283,Intel Xeon Gold 5318S,10,165,2021
2284,Intel Xeon Gold 5318Y,10,165,2021
2285,Intel Xeon Gold 5320,10,185,2021
2286,Intel Xeon Gold 5320H,14,150,2021
2287,Intel Xeon Gold 5320T,10,150,2021
2288,Intel Xeon Gold 6154,14,200,2017
2289,Intel Xeon Gold 6312U,10,185,2021
2290,Intel Xeon Gold 6314U,10,205,2021
2291,Intel Xeon Gold 6326,10,185,2021
2292,Intel Xeon Gold 6328H,14,165,2021
2293,Intel Xeon Gold 6328HL,14,165,2021
2294,Intel Xeon Gold 6330,10,205,2021
2295,Intel Xeon Gold 6330H,14,150,2021
2296,Intel Xeon Gold 6334,10,165,2021
2297,Intel Xeon Gold 6336Y,10,185,2021
2298,Intel Xeon Gold 6338N,10,185,2021
2299,Intel Xeon Gold 6338T,10,165,2021
2300,Intel Xeon Gold 6342,10,230,2021
2301,Intel Xeon Gold 6346,10,205,2021
2302,Intel Xeon Gold 6348,10,235,2021
2303,Intel Xeon Gold 6348H,14,165,2021
2304,Intel Xeon Gold 6354,10,205,2021
2305,Intel Xeon L5506,45,60,2009
2306,Intel Xeon L5508,45,38,2009
2307,Intel Xeon L5518,45,60,2009
2308,Intel Xeon L5520,45,60,2009
2309,Intel Xeon L5530,45,60,2009
2310,Intel Xeon L5609,32,40,2010
2311,Intel Xeon L5618,32,40,2010
2312,Intel Xeon L5630,32,40,2010
2313,Intel Xeon L5638,32,60,2010
2314,Intel Xeon L5640,32,60,2010
2315,Intel Xeon MP 2.83,90,135,2005
2316,Intel Xeon MP 2.83,90,135,2005
2317,Intel Xeon MP 3.00,90,135,2005
2318,Intel Xeon MP 3.00,90,135,2005
2319,Intel Xeon MP 3.16,90,135,2005
2320,Intel Xeon MP 3.16,90,135,2005
2321,Intel Xeon MP 3.16,90,135,2005
2322,Intel Xeon MP 3.33,90,135,2005
2323,Intel Xeon MP 3.33,90,135,2005
2324,Intel Xeon MP 3.33,90,135,2005
2325,Intel Xeon MP 3.50,90,135,2005
2326,Intel Xeon MP 3.66,90,135,2005
2327,Intel Xeon MP 7020 Dual-Core,90,135,2005
2328,Intel Xeon MP 7030 Dual-Core,90,135,2005
2329,Intel Xeon MP 7030 Dual-Core,90,135,2005
2330,Intel Xeon MP 7040 Dual-Core,90,135,2005
2331,Intel Xeon MP 7041 Dual-Core,90,135,2005
2332,Intel Xeon Phi 3110X,22,300,2012
2333,Intel Xeon Phi 3120A,22,300,2013
2334,Intel Xeon Phi 3120P,22,300,2013
2335,Intel Xeon Phi 31S1P,22,270,2013
2336,Intel Xeon Phi 5110P,22,225,2012
2337,Intel Xeon Phi 5120D,22,245,2013
2338,Intel Xeon Phi 7110P,22,300,2012
2339,Intel Xeon Phi 7110X,22,300,2012
2340,Intel Xeon Phi 7120A,22,300,2014
2341,Intel Xeon Phi 7120D,22,270,2014
2342,Intel Xeon Phi 7120P,22,300,2013
2343,Intel Xeon Phi 7120X,22,300,2013
2344,Intel Xeon Phi 7210,14,215,2016
2345,Intel Xeon Phi 7210F,14,230,2016
2346,Intel Xeon Phi 7230,14,215,2016
2347,Intel Xeon Phi 7230F,14,230,2016
2348,Intel Xeon Phi 7235,14,250,2017
2349,Intel Xeon Phi 7250,14,215,2016
2350,Intel Xeon Phi 7250F,14,230,2016
2351,Intel Xeon Phi 7285,14,250,2017
2352,Intel Xeon Phi 7290,14,245,2016
2353,Intel Xeon Phi 7290F,14,260,2016
2354,Intel Xeon Phi 7295,14,320,2017
2355,Intel Xeon Phi SE10P,22,300,2012
2356,Intel Xeon Phi SE10X,22,300,2012
2357,Intel Xeon Platinum 8180,14,205,2017
2358,Intel Xeon Platinum 8180M,14,205,2017
2359,Intel Xeon Platinum 8253,14,125,2018
2360,Intel Xeon Platinum 8256,14,105,2018
2361,Intel Xeon Platinum 8260,14,165,2018
2362,Intel Xeon Platinum 8260M,14,165,2018
2363,Intel Xeon Platinum 8268,14,205,2018
2364,Intel Xeon Platinum 8270,14,205,2018
2365,Intel Xeon Platinum 8276,14,165,2018
2366,Intel Xeon Platinum 8280,14,205,2018
2367,Intel Xeon Platinum 8280M,14,205,2018
2368,Intel Xeon Platinum 8351N,10,225,2021
2369,Intel Xeon Platinum 8352M,10,185,2021
2370,Intel Xeon Platinum 8352S,10,205,2021
2371,Intel Xeon Platinum 8352V,10,195,2021
2372,Intel Xeon Platinum 8353H,14,150,2021
2373,Intel Xeon Platinum 8354H,14,205,2021
2374,Intel Xeon Platinum 8356H,14,190,2021
2375,Intel Xeon Platinum 8358,10,250,2021
2376,Intel Xeon Platinum 8358P,10,240,2021
2377,Intel Xeon Platinum 8360H,14,225,2021
2378,Intel Xeon Platinum 8360HL,14,225,2021
2379,Intel Xeon Platinum 8360Y,10,250,2021
2380,Intel Xeon Platinum 8362,10,265,2021
2381,Intel Xeon Platinum 8368,10,270,2021
2382,Intel Xeon Platinum 8368Q,10,270,2021
2383,Intel Xeon Platinum 8376H,14,205,2021
2384,Intel Xeon Platinum 8376HL,14,205,2021
2385,Intel Xeon Platinum 8380,10,270,2021
2386,Intel Xeon Platinum 8380H,14,250,2021
2387,Intel Xeon Platinum 8380HL,14,250,2021
2388,Intel Xeon Platinum 9221,14,250,2019
2389,Intel Xeon Platinum 9222,14,250,2019
2390,Intel Xeon Platinum 9242,14,350,2019
2391,Intel Xeon Platinum 9282,14,400,2019
2392,Intel Xeon Silver 4116,14,85,2017
2393,Intel Xeon Silver 4309Y,10,105,2021
2394,Intel Xeon Silver 4310,10,120,2021
2395,Intel Xeon Silver 4310T,10,105,2021
2396,Intel Xeon Silver 4314,10,135,2021
2397,Intel Xeon Silver 4316,10,150,2021
2398,Intel Xeon W-11855M,10,35,2021
2399,Intel Xeon W-11955M,10,35,2021
2400,Intel Xeon W-2195,14,140,2017
2401,Intel Xeon W-3175X,14,255,2018
2402,Intel Xeon W-3323,10,220,2021
2403,Intel Xeon W-3335,10,250,2021
2404,Intel Xeon W-3345,10,250,2021
2405,Intel Xeon W-3365,10,270,2021
2406,Intel Xeon W-3375,10,270,2021
2407,Intel Xeon W3503,45,130,2009
2408,Intel Xeon W3505,45,130,2009
2409,Intel Xeon W3520,45,130,2009
2410,Intel Xeon W3530,45,130,2010
2411,Intel Xeon W3540,45,130,2009
2412,Intel Xeon W3550,45,130,2009
2413,Intel Xeon W3565,45,130,2009
2414,Intel Xeon W3570,45,130,2009
2415,Intel Xeon W3580,45,130,2009
2416,Intel Xeon W3670,32,130,2010
2417,Intel Xeon W3680,32,130,2010
2418,Intel Xeon W3690,32,130,2011
2419,Intel Xeon W5580,45,130,2009
2420,Intel Xeon W5590,45,130,2009
2421,Intel Xeon X5550,45,95,2009
2422,Intel Xeon X5560,45,95,2009
2423,Intel Xeon X5570,45,95,2009
2424,Intel Xeon X5647,32,130,2011
2425,Intel Xeon X5650,32,95,2010
2426,Intel Xeon X5660,32,95,2010
2427,Intel Xeon X5667,32,95,2010
2428,Intel Xeon X5670,32,95,2010
2429,Intel Xeon X5672,32,95,2011
2430,Intel Xeon X5675,32,95,2011
2431,Intel Xeon X5677,32,130,2010
2432,Intel Xeon X5680,32,130,2010
2433,Intel Xeon X5687,32,130,2011
2434,Intel Xeon X5690,32,130,2011
2435,Intel Xeon X5698,32,130,2011
2436,AMD A10-7850KAPU,28,65,2014
2437,AMD A10-8700P,28,25,2015
2438,AMD A12-9720P,28,15,2016
2439,AMD A6-6310,28,15,2014
2440,AMD A6-7400K,28,65,2014
2441,AMD A8-7600,28,65,2014
2442,AMD A8-7670K,28,95,2015
2443,AMD Athlon 5150,28,25,2014
2444,AMD Athlon 5350,28,25,2014
2445,AMD Athlon 7750,65,95,2008
2446,AMD Athlon II170u,45,20,2010
2447,AMD Athlon IIX24400e,45,37,2009
2448,AMD Athlon X4750KQuadCore,32,100,2012
2449,AMD Athlon X4845QuadCore,28,65,2016
2450,AMD Athlon X4860KQuadCore,28,95,2014
2451,AMD EPYC 753232-Core,7,200,2020
2452,AMD EPYC 766264-Core,7,225,2020
2453,AMD FirePro v4800,40,69,2014
2454,AMD FirePro v7900,40,150,2011
2455,AMD G-T56N,40,18,2011
2456,AMD GX-424CCSOC,28,25,2014
2457,AMD Opteron 170,90,110,2005
2458,AMD Opteron 2356,65,75,2008
2459,AMD Opteron 2374HE,45,79,2009
2460,AMD Opteron 23xx,28,77,2016
2461,AMD Opteron 62xxclass,28,115,2016
2462,AMD Opteron X3216APU,28,15,2017
2463,AMD Phenom 8650Triple-Core,65,95,2008
2464,AMD Phenom 9500,65,95,2007
2465,AMD Phenom 9550,65,95,2008
2466,AMD Phenom 9650,65,95,2008
2467,AMD Phenom 9950,65,125,2008
2468,AMD Phenom IIN620,45,35,2010
2469,AMD Phenom IIX4973,14,65,2010
2470,AMD Phenom IIX4B55,45,125,2010
2471,AMD Ryzen 75700U,7,25,2021
2472,AMD Ryzen 75800U,7,25,2021
2473,AMD Ryzen 7PRO4750U,7,15,2020
2474,AMD Sempron3850APUwithRadeonR3,28,25,2014
2475,Intel AtomE3950,14,12,2016
2476,Intel Atomx5-Z8350,14,2,2016
2477,Intel AtomZ3735F,22,2,2014
