,idPhoronix,nb_models,ls_architecture,ls_cpuop-mode,ls_cpu,ls_threadpercore,ls_corepersocket,ls_socket,ls_numanode,ls_vendorid,ls_cpufamily,ls_model,ls_modelname,ls_stepping,ls_cpumhz,ls_cpumaxmhz,ls_cpuminmhz,ls_bogomips,ls_l1dcache,ls_l1icache,ls_l2cache,ls_l3cache,cp_vendor_id,cp_cpufamily,cp_model,cp_modelname,cp_stepping,cp_cpumhz,cp_cachesize,cp_physicalid,cp_siblings,cp_cpucores,cp_apicid,cp_cpuidlevel,cp_bogomips,cp_clflushsize,cp_cache_alignment,cp_addresssizes,price_dollar,cp_modelname.1,ls_range,ls_modelname.1,id,Model name,Process,TDP,Release Year
,2xAMDEPYC745328-Core,2,x86_64,32.64,112.0,2.0,28.0,2.0,2.0,AuthenticAMD,25.0,1.0,AMDEPYC745328-CoreProcessor,1.0,2750.0,3488.5249,1500.0,5489.78,1.8,1.8,28000.0,128000.0,AuthenticAMD,25.0,1.0,AMDEPYC745328-CoreProcessor,1.0,2750.0,512.0,0.0,56.0,28.0,0.0,16.0,5489.78,64.0,64.0,48.48,,AMD EPYC 745328-CoreProcessor,AMD EPYC,AMD EPYC 745328-CoreProcessor,2xAMD EPYC 745328-Core,,,,
,2xAMDEPYC74F324-Core,2,x86_64,32.64,96.0,2.0,24.0,2.0,2.0,AuthenticAMD,25.0,1.0,AMDEPYC74F324-CoreProcessor,1.0,3200.0,4037.5,1500.0,6387.97,1.5,1.5,24000.0,512000.0,AuthenticAMD,25.0,1.0,AMDEPYC74F324-CoreProcessor,1.0,3200.0,512.0,0.0,48.0,24.0,0.0,16.0,6387.97,64.0,64.0,48.48,,AMD EPYC 74F324-CoreProcessor,AMD EPYC,AMD EPYC 74F324-CoreProcessor,2xAMD EPYC 74F324-Core,,,,
,2xAMDEPYC750132-Core,2,x86_64,32.64,128.0,2.0,32.0,2.0,8.0,AuthenticAMD,23.0,1.0,AMDEPYC750132-CoreProcessor,2.0,1200.0,2000.0,1200.0,3985.4,32.0,64.0,512.0,8192.0,AuthenticAMD,23.0,1.0,AMDEPYC750132-CoreProcessor,2.0,1200.0,512.0,0.0,64.0,32.0,0.0,13.0,3999.85,64.0,64.0,48.48,,AMD EPYC 750132-CoreProcessor,AMD EPYC,AMD EPYC 750132-CoreProcessor,2xAMD EPYC 750132-Core,,,,
,2xAMDEPYC750232-Core,2,x86_64,32.64,128.0,2.0,32.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC750232-CoreProcessor,0.0,1796.911,2500.0,1500.0,4990.39,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC750232-CoreProcessor,0.0,1796.283,512.0,0.0,64.0,32.0,0.0,16.0,4990.39,64.0,64.0,43.48,,AMD EPYC 750232-CoreProcessor,AMD EPYC,AMD EPYC 750232-CoreProcessor,2xAMD EPYC 750232-Core,,,,
,2xAMDEPYC751332-Core,2,x86_64,32.64,128.0,2.0,32.0,2.0,2.0,AuthenticAMD,25.0,1.0,AMDEPYC751332-CoreProcessor,1.0,2600.0,3681.6399,1500.0,5190.24,2000.0,2000.0,32000.0,256000.0,AuthenticAMD,25.0,1.0,AMDEPYC751332-CoreProcessor,1.0,2600.0,512.0,0.0,64.0,32.0,0.0,16.0,5190.24,64.0,64.0,48.48,2840.0,AMD EPYC 751332-CoreProcessor,AMD EPYC,AMD EPYC 751332-CoreProcessor,2xAMD EPYC 751332-Core,,,,
,2xAMDEPYC753232-Core,2,x86_64,32.64,128.0,2.0,32.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC753232-CoreProcessor,0.0,2395.498,2395.499,2395.5,4790.99,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC753232-CoreProcessor,0.0,2395.498,512.0,0.0,64.0,32.0,0.0,16.0,4790.99,64.0,64.0,48.48,,AMD EPYC 753232-CoreProcessor,AMD EPYC,AMD EPYC 753232-CoreProcessor,2xAMD EPYC 753232-Core,,,,
,2xAMDEPYC754232-Core,2,x86_64,32.64,128.0,2.0,32.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC754232-CoreProcessor,0.0,1796.5479999999998,2900.0,1500.0,5789.1,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC754232-CoreProcessor,0.0,1783.9360000000001,512.0,0.0,64.0,32.0,0.0,16.0,5789.1,64.0,64.0,43.48,,AMD EPYC 754232-CoreProcessor,AMD EPYC,AMD EPYC 754232-CoreProcessor,2xAMD EPYC 754232-Core,,,,
,2xAMDEPYC754332-Core,2,x86_64,32.64,128.0,2.0,32.0,2.0,2.0,AuthenticAMD,25.0,1.0,AMDEPYC754332-CoreProcessor,1.0,2800.0,3737.8899,1500.0,5589.3,2000.0,2000.0,32000.0,512000.0,AuthenticAMD,25.0,1.0,AMDEPYC754332-CoreProcessor,1.0,2800.0,512.0,0.0,64.0,32.0,0.0,16.0,5589.3,64.0,64.0,48.48,,AMD EPYC 754332-CoreProcessor,AMD EPYC,AMD EPYC 754332-CoreProcessor,2xAMD EPYC 754332-Core,,,,
,2xAMDEPYC755132-Core,2,x86_64,32.64,128.0,2.0,32.0,2.0,8.0,AuthenticAMD,23.0,1.0,AMDEPYC755132-CoreProcessor,2.0,2000.0,2000.0,1200.0,3992.24,32.0,64.0,512.0,8192.0,AuthenticAMD,23.0,1.0,AMDEPYC755132-CoreProcessor,2.0,2000.0,512.0,0.0,64.0,32.0,0.0,13.0,3992.24,64.0,64.0,43.48,,AMD EPYC 755132-CoreProcessor,AMD EPYC,AMD EPYC 755132-CoreProcessor,2xAMD EPYC 755132-Core,,,,
,2xAMDEPYC755248-Core,2,x86_64,32.64,192.0,2.0,48.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC755248-CoreProcessor,0.0,1794.6870000000001,2200.0,1500.0,4392.23,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC755248-CoreProcessor,0.0,2077.4320000000002,512.0,0.0,96.0,48.0,0.0,16.0,4392.23,64.0,64.0,43.48,4625.0,AMD EPYC 755248-CoreProcessor,AMD EPYC,AMD EPYC 755248-CoreProcessor,2xAMD EPYC 755248-Core,,,,
,2xAMDEPYC75F332-Core,2,x86_64,32.64,128.0,2.0,32.0,2.0,2.0,AuthenticAMD,25.0,1.0,AMDEPYC75F332-CoreProcessor,1.0,2950.0,2950.0,1500.0,5889.24,2000.0,2000.0,32000.0,512000.0,AuthenticAMD,25.0,1.0,AMDEPYC75F332-CoreProcessor,1.0,2950.0,512.0,0.0,64.0,32.0,0.0,16.0,5889.24,64.0,64.0,48.48,,AMD EPYC 75F332-CoreProcessor,AMD EPYC,AMD EPYC 75F332-CoreProcessor,2xAMD EPYC 75F332-Core,,,,
,2xAMDEPYC760132-Core,2,x86_64,32.64,128.0,2.0,32.0,2.0,8.0,AuthenticAMD,23.0,1.0,AMDEPYC760132-CoreProcessor,2.0,2200.0,2200.0,2200.0,4392.29,32.0,64.0,512.0,8192.0,AuthenticAMD,23.0,1.0,AMDEPYC760132-CoreProcessor,2.0,1200.0,512.0,0.0,64.0,32.0,0.0,13.0,4391.84,64.0,64.0,48.48,,AMD EPYC 760132-CoreProcessor,AMD EPYC,AMD EPYC 760132-CoreProcessor,2xAMD EPYC 760132-Core,,,,
,2xAMDEPYC764248-Core,2,x86_64,32.64,192.0,2.0,48.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC764248-CoreProcessor,0.0,2189.361,2300.0,1500.0,4591.31,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC764248-CoreProcessor,0.0,3239.139,512.0,0.0,96.0,48.0,0.0,16.0,4591.31,64.0,64.0,43.48,4775.0,AMD EPYC 764248-CoreProcessor,AMD EPYC,AMD EPYC 764248-CoreProcessor,2xAMD EPYC 764248-Core,,,,
,2xAMDEPYC764348-Core,2,x86_64,32.64,192.0,2.0,48.0,2.0,2.0,AuthenticAMD,25.0,1.0,AMDEPYC764348-CoreProcessor,1.0,2300.0,3640.917,1500.0,4591.5,3000.0,3000.0,48000.0,512000.0,AuthenticAMD,25.0,1.0,AMDEPYC764348-CoreProcessor,1.0,2300.0,512.0,0.0,96.0,48.0,0.0,16.0,4591.5,64.0,64.0,48.48,,AMD EPYC 764348-CoreProcessor,AMD EPYC,AMD EPYC 764348-CoreProcessor,2xAMD EPYC 764348-Core,,,,
,2xAMDEPYC766356-Core,2,x86_64,32.64,224.0,2.0,56.0,2.0,2.0,AuthenticAMD,25.0,1.0,AMDEPYC766356-CoreProcessor,1.0,2000.0,3541.0149,1500.0,3992.28,3.5,3.5,56000.0,512000.0,AuthenticAMD,25.0,1.0,AMDEPYC766356-CoreProcessor,1.0,2000.0,512.0,0.0,112.0,56.0,0.0,16.0,3992.28,64.0,64.0,48.48,,AMD EPYC 766356-CoreProcessor,AMD EPYC,AMD EPYC 766356-CoreProcessor,2xAMD EPYC 766356-Core,,,,
,2xAMDEPYC770264-Core,2,x86_64,32.64,128.0,1.0,64.0,2.0,8.0,AuthenticAMD,23.0,49.0,AMDEPYC770264-CoreProcessor,0.0,1996.1629999999998,1996.164,1996.165,3992.32,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC770264-CoreProcessor,0.0,1996.1629999999998,512.0,0.0,64.0,64.0,0.0,16.0,3992.32,64.0,64.0,43.48,,AMD EPYC 770264-CoreProcessor,AMD EPYC,AMD EPYC 770264-CoreProcessor,2xAMD EPYC 770264-Core,,,,
,2xAMDEPYC771364-Core,2,x86_64,32.64,256.0,2.0,64.0,2.0,2.0,AuthenticAMD,25.0,1.0,AMDEPYC771364-CoreProcessor,1.0,2000.0,2000.0,1500.0,3992.4,4000.0,4000.0,64000.0,512000.0,AuthenticAMD,25.0,1.0,AMDEPYC771364-CoreProcessor,1.0,2000.0,512.0,0.0,128.0,64.0,0.0,16.0,3992.4,64.0,64.0,48.48,,AMD EPYC 771364-CoreProcessor,AMD EPYC,AMD EPYC 771364-CoreProcessor,2xAMD EPYC 771364-Core,,,,
,2xAMDEPYC774264-Core,2,x86_64,32.64,256.0,2.0,64.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC774264-CoreProcessor,0.0,2312.795,2250.0,1500.0,4491.29,4000.0,4000.0,64000.0,512000.0,AuthenticAMD,23.0,49.0,AMDEPYC774264-CoreProcessor,0.0,1794.1960000000001,512.0,0.0,128.0,64.0,0.0,16.0,4491.29,64.0,64.0,43.48,7528.0,AMD EPYC 774264-CoreProcessor,AMD EPYC,AMD EPYC 774264-CoreProcessor,2xAMD EPYC 774264-Core,,,,
,2xAMDEPYC776364-Core,2,x86_64,32.64,256.0,2.0,64.0,2.0,2.0,AuthenticAMD,25.0,1.0,AMDEPYC776364-CoreProcessor,1.0,2450.0,3529.052,1500.0,4890.52,4000.0,4000.0,64000.0,512000.0,AuthenticAMD,25.0,1.0,AMDEPYC776364-CoreProcessor,1.0,2450.0,512.0,0.0,128.0,64.0,0.0,16.0,4890.52,64.0,64.0,48.48,,AMD EPYC 776364-CoreProcessor,AMD EPYC,AMD EPYC 776364-CoreProcessor,2xAMD EPYC 776364-Core,,,,
,2xAMDEPYC7F328-Core,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC7F328-CoreProcessor,0.0,1794.394,3700.0,2500.0,7386.33,32.0,32.0,512.0,16384.0,AuthenticAMD,23.0,49.0,AMDEPYC7F328-CoreProcessor,0.0,2230.612,512.0,0.0,16.0,8.0,0.0,16.0,7386.33,64.0,64.0,43.48,,AMD EPYC 7F328-CoreProcessor,AMD EPYC,AMD EPYC 7F328-CoreProcessor,2xAMD EPYC 7F328-Core,,,,
,2xAMDEPYC7F5216-Core,2,x86_64,32.64,64.0,2.0,16.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC7F5216-CoreProcessor,0.0,3876.8720000000003,3500.0,2500.0,6986.87,1000.0,1000.0,16000.0,512000.0,AuthenticAMD,23.0,49.0,AMDEPYC7F5216-CoreProcessor,0.0,1986.0439999999999,512.0,0.0,32.0,16.0,0.0,16.0,6986.87,64.0,64.0,43.48,,AMD EPYC 7F5216-CoreProcessor,AMD EPYC,AMD EPYC 7F5216-CoreProcessor,2xAMD EPYC 7F5216-Core,,,,
,2xAMDEPYC7F7224-Core,2,x86_64,32.64,96.0,2.0,24.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC7F7224-CoreProcessor,0.0,2500.0,3200.0,2500.0,6400.31,1.5,1.5,24000.0,384000.0,AuthenticAMD,23.0,49.0,AMDEPYC7F7224-CoreProcessor,0.0,2500.0,512.0,0.0,48.0,24.0,0.0,16.0,6400.31,64.0,64.0,43.48,,AMD EPYC 7F7224-CoreProcessor,AMD EPYC,AMD EPYC 7F7224-CoreProcessor,2xAMD EPYC 7F7224-Core,,,,
,2xAMDEPYC7V1264-Core,2,x86_64,32.64,256.0,2.0,64.0,2.0,2.0,AuthenticAMD,23.0,49.0,AMDEPYC7V1264-CoreProcessor,0.0,1486.378,3304.1499,1500.0,4900.59,4000.0,4000.0,64000.0,512000.0,AuthenticAMD,23.0,49.0,AMDEPYC7V1264-CoreProcessor,0.0,1450.635,512.0,0.0,128.0,64.0,0.0,16.0,4900.59,64.0,64.0,43.48,,AMD EPYC 7V1264-CoreProcessor,AMD EPYC,AMD EPYC 7V1264-CoreProcessor,2xAMD EPYC 7V1264-Core,,,,
,2xAMDOpteron23xx,2,x86_64,32.64,2.0,1.0,1.0,2.0,1.0,AuthenticAMD,15.0,6.0,,1.0,2300.08,2300.08,2300.08,4600.16,64.0,64.0,512.0,,AuthenticAMD,15.0,6.0,AMDOpteron23xx(Gen3ClassOpteron),1.0,2300.08,512.0,0.0,1.0,1.0,0.0,5.0,4600.16,64.0,64.0,48.48,389.0,AMD Opteron 23xx(Gen3ClassOpteron ),AMD Opteron,,2xAMD Opteron 23xx,,,,
,2xAMDOpteron248,2,x86_64,32.64,2.0,1.0,1.0,2.0,2.0,AuthenticAMD,15.0,37.0,AMDOpteron(tm)Processor248,1.0,2210.111,2210.112,2210.113,4420.22,64.0,64.0,1024.0,,AuthenticAMD,15.0,37.0,AMDOpteron(tm)Processor248,1.0,2210.111,1024.0,0.0,1.0,1.0,0.0,1.0,4420.22,64.0,64.0,40.48,,AMD Opteron Processor248,AMD Opteron,AMD Opteron Processor248,2xAMD Opteron 248,,,,
,2xAMDOpteron270,2,x86_64,32.64,4.0,1.0,2.0,2.0,2.0,AuthenticAMD,15.0,33.0,,2.0,2000.057,2000.058,2000.059,3999.45,64.0,64.0,1024.0,,AuthenticAMD,15.0,33.0,DualCoreAMDOpteron(tm)Processor270,2.0,2000.057,1024.0,0.0,2.0,2.0,0.0,1.0,4000.11,64.0,64.0,40.48,,DualCoreAMD Opteron Processor270,AMD Opteron,,2xAMD Opteron 270,,,,
,2xAMDOpteron4170HE,2,x86_64,32.64,12.0,1.0,6.0,2.0,2.0,AuthenticAMD,16.0,8.0,,1.0,2099.964,2099.965,2099.966,4200.08,64.0,64.0,512.0,5118.0,AuthenticAMD,16.0,8.0,AMDOpteron(tm)Processor4170HE,1.0,2099.964,512.0,0.0,6.0,6.0,0.0,5.0,4199.92,64.0,64.0,48.48,,AMD Opteron Processor4170HE,AMD Opteron,,2xAMD Opteron 4170HE,,,,
,2xAMDOpteron6172,2,x86_64,64.0,24.0,1.0,12.0,,4.0,AuthenticAMD,16.0,9.0,,1.0,800.0,800.0,800.0,,64.0,64.0,512.0,5118.0,AuthenticAMD,16.0,9.0,AMDOpteron(tm)Processor6172,1.0,2100.0,512.0,0.0,12.0,12.0,16.0,5.0,4200.69,64.0,64.0,48.48,154.0,AMD Opteron Processor6172,AMD Opteron,,2xAMD Opteron 6172,,,,
,2xAMDOpteron6174,2,x86_64,32.64,24.0,1.0,12.0,2.0,1.0,AuthenticAMD,16.0,9.0,,1.0,2200.1279999999997,2200.129,2200.13,4400.46,64.0,64.0,512.0,5118.0,AuthenticAMD,16.0,9.0,AMDOpteron(tm)Processor6174,1.0,2200.0,512.0,0.0,12.0,12.0,16.0,5.0,4400.36,64.0,64.0,48.48,3500.0,AMD Opteron Processor6174,AMD Opteron,,2xAMD Opteron 6174,,,,
,2xAMDOpteron6180SE,2,x86_64,32.64,24.0,1.0,12.0,2.0,4.0,AuthenticAMD,16.0,9.0,,1.0,2500.0,2500.0,2500.0,5000.1,64.0,64.0,512.0,5118.0,AuthenticAMD,16.0,9.0,AMDOpteron(tm)Processor6180SE,1.0,2500.0,512.0,0.0,12.0,12.0,16.0,5.0,5000.3,64.0,64.0,48.48,,AMD Opteron Processor6180SE,AMD Opteron,,2xAMD Opteron 6180SE,,,,
,2xAMDOpteron6238,2,x86_64,32.64,16.0,2.0,4.0,,1.0,AuthenticAMD,21.0,1.0,,2.0,1400.0,1400.0,1400.0,5186.98,16.0,64.0,2048.0,6144.0,AuthenticAMD,21.0,1.0,AMDOpteron(TM)Processor6238,2.0,2600.1479999999997,2048.0,0.0,12.0,6.0,32.0,13.0,5200.29,64.0,64.0,48.48,104.0,AMD Opteron Processor6238,AMD Opteron,,2xAMD Opteron 6238,,,,
,2xAMDOpteron6272,2,x86_64,64.0,32.0,2.0,8.0,,4.0,AuthenticAMD,21.0,1.0,,2.0,1400.0,1400.0,1400.0,,16.0,64.0,2048.0,6144.0,AuthenticAMD,21.0,1.0,AMDOpteron(TM)Processor6272,2.0,2099.992,2048.0,0.0,16.0,8.0,32.0,13.0,4199.98,64.0,64.0,48.48,103.0,AMD Opteron Processor6272,AMD Opteron,,2xAMD Opteron 6272,,,,
,2xAMDOpteron6282SE,2,x86_64,32.64,32.0,2.0,8.0,2.0,4.0,AuthenticAMD,21.0,1.0,,2.0,1400.0,1400.0,1400.0,5199.24,16.0,64.0,2048.0,6144.0,AuthenticAMD,21.0,1.0,AMDOpteron(tm)Processor6282SE,2.0,1700.0,2048.0,0.0,16.0,8.0,32.0,13.0,5200.2,64.0,64.0,48.48,,AMD Opteron Processor6282SE,AMD Opteron,,2xAMD Opteron 6282SE,,,,
,2xAMDOpteron6320,2,x86_64,32.64,16.0,2.0,4.0,2.0,4.0,AuthenticAMD,21.0,2.0,AMDOpteron(tm)Processor6320,0.0,1400.0,2800.0,1400.0,5599.88,16.0,64.0,2048.0,6144.0,AuthenticAMD,21.0,2.0,AMDOpteron(tm)Processor6320,0.0,2800.0,2048.0,0.0,8.0,4.0,32.0,13.0,5600.41,64.0,64.0,48.48,,AMD Opteron Processor6320,AMD Opteron,AMD Opteron Processor6320,2xAMD Opteron 6320,,,,
,2xAMDOpteron6380,2,x86_64,32.64,32.0,2.0,8.0,,4.0,AuthenticAMD,21.0,2.0,,0.0,2500.045,2500.0460000000003,2500.047,4999.32,16.0,64.0,2048.0,6144.0,AuthenticAMD,21.0,2.0,AMDOpteron(tm)Processor6380,0.0,2500.045,2048.0,0.0,16.0,8.0,32.0,13.0,5000.09,64.0,64.0,48.48,,AMD Opteron Processor6380,AMD Opteron,,2xAMD Opteron 6380,,,,
,2xAMDOpteron6386SE,2,x86_64,32.64,16.0,1.0,8.0,2.0,4.0,AuthenticAMD,21.0,2.0,AMDOpteron(tm)Processor6386SE,0.0,2800.0,2800.0,2800.0,5599.19,16.0,64.0,2048.0,6144.0,AuthenticAMD,21.0,2.0,AMDOpteron(tm)Processor6386SE,0.0,2800.0,2048.0,0.0,8.0,8.0,32.0,13.0,5599.97,64.0,64.0,48.48,,AMD Opteron Processor6386SE,AMD Opteron,AMD Opteron Processor6386SE,2xAMD Opteron 6386SE,,,,
,2xIntel%240000%25,2,x86_64,32.64,88.0,2.0,22.0,2.0,2.0,GenuineIntel,6.0,79.0,GenuineIntel(R)CPU0000@2.10GHz,0.0,1395.172,2600.0,1200.0,4201.3,32.0,32.0,256.0,56320.0,GenuineIntel,6.0,79.0,GenuineIntel(R)CPU0000@2.10GHz,0.0,1395.172,56320.0,0.0,44.0,22.0,0.0,20.0,4201.3,64.0,64.0,46.48,,GenuineIntel CPU 0000@2.10GHz,,GenuineIntel CPU 0000@2.10GHz,2xIntel %240000%25,,,,
,2xIntel0000,2,x86_64,32.64,88.0,2.0,22.0,2.0,2.0,GenuineIntel,6.0,79.0,GenuineIntel(R)CPU0000@2.10GHz,0.0,1395.172,2600.0,1200.0,4201.3,32.0,32.0,256.0,56320.0,GenuineIntel,6.0,79.0,GenuineIntel(R)CPU0000@2.10GHz,0.0,1395.172,56320.0,0.0,44.0,22.0,0.0,20.0,4201.3,64.0,64.0,46.48,,GenuineIntel CPU 0000@2.10GHz,,GenuineIntel CPU 0000@2.10GHz,2xIntel 0000,,,,
,2xIntel0000%25,2,x86_64,32.64,88.0,2.0,22.0,2.0,2.0,GenuineIntel,6.0,79.0,GenuineIntel(R)CPU0000@2.10GHz,0.0,1395.172,2600.0,1200.0,4201.3,32.0,32.0,256.0,56320.0,GenuineIntel,6.0,79.0,GenuineIntel(R)CPU0000@2.10GHz,0.0,1395.172,56320.0,0.0,44.0,22.0,0.0,20.0,4201.3,64.0,64.0,46.48,,GenuineIntel CPU 0000@2.10GHz,,GenuineIntel CPU 0000@2.10GHz,2xIntel 0000%25,,,,
,2xIntelXeon2.60GHz,2,x86_64,32.64,8.0,2.0,2.0,2.0,1.0,GenuineIntel,15.0,6.0,Intel(R)Xeon(TM)CPU2.60GHz,8.0,2593.643,2593.644,2593.645,5187.28,16.0,,1024.0,4096.0,GenuineIntel,15.0,6.0,Intel(R)Xeon(TM)CPU2.60GHz,8.0,2593.643,4096.0,0.0,4.0,2.0,0.0,6.0,5187.28,64.0,128.0,40.48,,Intel Xeon  CPU 2.60GHz,Intel Xeon,Intel Xeon  CPU 2.60GHz,2xIntel Xeon 2.60GHz,,,,
,2xIntelXeon2.80GHz,2,x86_64,32.64,4.0,1.0,2.0,2.0,1.0,GenuineIntel,15.0,4.0,,8.0,2793.083,2793.0840000000003,2793.085,5586.22,16.0,,2048.0,,GenuineIntel,15.0,4.0,Intel(R)Xeon(TM)CPU2.80GHz,8.0,2793.083,2048.0,0.0,2.0,2.0,0.0,5.0,5586.16,64.0,128.0,36.48,,Intel Xeon  CPU 2.80GHz,Intel Xeon,,2xIntel Xeon 2.80GHz,,,,
,2xIntelXeon5140,2,i686,32.64,4.0,1.0,2.0,2.0,,GenuineIntel,6.0,15.0,,11.0,2331.0,2331.0,2331.0,4654.81,32.0,32.0,4096.0,,GenuineIntel,6.0,15.0,Intel(R)Xeon(R)CPU5140@2.33GHz,11.0,2331.0,4096.0,0.0,2.0,2.0,0.0,10.0,4655.3,64.0,64.0,38.48,,Intel Xeon CPU 5140@2.33GHz,Intel Xeon,,2xIntel Xeon 5140,,,,
,2xIntelXeon5150,2,x86_64,32.64,4.0,1.0,2.0,2.0,1.0,GenuineIntel,6.0,15.0,Intel(R)Xeon(R)CPU5150@2.66GHz,6.0,2659.978,2659.9790000000003,2659.98,5319.95,32.0,32.0,4096.0,,GenuineIntel,6.0,15.0,Intel(R)Xeon(R)CPU5150@2.66GHz,6.0,2659.978,4096.0,0.0,2.0,2.0,0.0,10.0,5319.95,64.0,64.0,36.48,,Intel Xeon CPU 5150@2.66GHz,Intel Xeon,Intel Xeon CPU 5150@2.66GHz,2xIntel Xeon 5150,,,,
,2xIntelXeon5160,2,i686,32.64,4.0,1.0,2.0,,,GenuineIntel,6.0,15.0,,6.0,2999.9970000000003,2999.998,2999.9990000000003,5985.04,32.0,32.0,4096.0,,GenuineIntel,6.0,15.0,Intel(R)Xeon(R)CPU5160@3.00GHz,6.0,2999.9970000000003,4096.0,0.0,2.0,2.0,0.0,10.0,5983.74,64.0,64.0,36.48,,Intel Xeon CPU 5160@3.00GHz,Intel Xeon,,2xIntel Xeon 5160,,,,
,2xIntelXeonE312xx,2,x86_64,32.64,2.0,1.0,1.0,2.0,1.0,GenuineIntel,6.0,42.0,,1.0,2699.998,2699.9990000000003,2699.1,5399.99,32.0,32.0,4096.0,,GenuineIntel,6.0,42.0,IntelXeonE312xx(SandyBridge),1.0,2699.998,4096.0,0.0,1.0,1.0,0.0,13.0,5399.99,64.0,64.0,40.48,,Intel Xeon E312xx(SandyBridge),Intel Xeon,,2xIntel Xeon E312xx,,,,
,2xIntelXeonE5-2403v2,2,x86_64,32.64,8.0,1.0,4.0,2.0,2.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2403v2@1.80GHz,4.0,1787.036,1800.0,1200.0,3600.07,32.0,32.0,256.0,10240.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2403v2@1.80GHz,4.0,1799.89,10240.0,0.0,4.0,4.0,0.0,13.0,3600.07,64.0,64.0,46.48,,Intel Xeon CPU E5-2403 v2@1.80GHz,Intel Xeon,Intel  Xeon CPU E5-2403 v2@1.80GHz,2xIntel Xeon E5-2403 v2,,,,
,2xIntelXeonE5-24070,2,x86_64,32.64,8.0,1.0,4.0,2.0,2.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-24070@2.20GHz,7.0,2200.0,2200.0,2200.0,4393.77,32.0,32.0,256.0,10240.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-24070@2.20GHz,7.0,2200.0,10240.0,0.0,4.0,4.0,0.0,13.0,4389.25,64.0,64.0,46.48,325.0,Intel Xeon CPU E5-24070@2.20GHz,Intel Xeon,Intel Xeon CPU E5-24070@2.20GHz,2xIntel Xeon E5-24070,,,,
,2xIntelXeonE5-24200,2,x86_64,32.64,24.0,2.0,6.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,1900.037,1900.0379999999998,1900.039,3799.93,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-24200@1.90GHz,7.0,1900.037,15360.0,0.0,12.0,6.0,0.0,13.0,3800.07,64.0,64.0,46.48,,Intel Xeon CPU E5-24200@1.90GHz,Intel Xeon,,2xIntel Xeon E5-24200,,,,
,2xIntelXeonE5-2420v2,2,x86_64,32.64,24.0,2.0,6.0,2.0,2.0,GenuineIntel,6.0,62.0,,4.0,2200.0860000000002,2200.087,2200.0879999999997,4401.56,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2420v2@2.20GHz,4.0,2200.0860000000002,15360.0,0.0,12.0,6.0,0.0,13.0,4400.17,64.0,64.0,46.48,,Intel Xeon CPU E5-2420 v2@2.20GHz,Intel Xeon,,2xIntel Xeon E5-2420 v2,,,,
,2xIntelXeonE5-24300,2,x86_64,32.64,24.0,2.0,6.0,,2.0,GenuineIntel,6.0,45.0,,7.0,2200.072,2200.073,2200.074,,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-24300@2.20GHz,7.0,2200.072,15360.0,0.0,12.0,6.0,0.0,13.0,4400.14,64.0,64.0,46.48,219.0,Intel Xeon CPU E5-24300@2.20GHz,Intel Xeon,,2xIntel Xeon E5-24300,,,,
,2xIntelXeonE5-2450L0,2,x86_64,32.64,32.0,2.0,8.0,2.0,2.0,GenuineIntel,6.0,45.0,,7.0,1799.9720000000002,1799.973,1799.974,3599.98,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-2450L0@1.80GHz,7.0,1799.9720000000002,20480.0,0.0,16.0,8.0,0.0,13.0,3599.94,64.0,64.0,46.48,,Intel Xeon CPU E5-2450L0@1.80GHz,Intel Xeon,,2xIntel Xeon E5-2450L0,,,,
