id,Model name,Name,Producer,,Codename,cores,min_cores,max_cores,core,raw_clock,mid_clock_inter,val_mid,unit_mid,min_clock,max_clock_inter,max_clock,unit_clock_to,mid_final,unit_final,clock,Socket,Process (nm),L3 Cache,TDP (W),Released,rel_date,rel_year
2141,Intel Xeon E3-1220L v3,Xeon E3-1220L v3,Intel,,Haswell-WS,2 / 4,2,4,3,"1,6 to 2,3 GHz",,,,"1,6"," 2,3 GHz","2,30",GHz,"1,95",GHz,"1,95",Socket 1150,22,4MB,16,"Jun 2nd, 2013",Jun 2nd,2013
2142,Intel Xeon E3-1225,Xeon E3-1225,Intel,,Sandy Bridge,4,,,4,"3,1 to 3,4 GHz",,,,"3,1"," 3,4 GHz","3,40",GHz,"3,25",GHz,"3,25",Socket 1155,32,6MB,95,"Apr 3rd, 2011",Apr 3rd,2011
2143,Intel Xeon E3-1225 v2,Xeon E3-1225 v2,Intel,,Ivy Bridge,4,,,4,"3,2 to 3,6 GHz",,,,"3,2"," 3,6 GHz","3,60",GHz,"3,4",GHz,"3,4",Socket 1155,22,8MB,77,"May 14th, 2012",May 14th,2012
2144,Intel Xeon E3-1225 v3,Xeon E3-1225 v3,Intel,,Haswell-WS,4,,,4,"3,2 to 3,6 GHz",,,,"3,2"," 3,6 GHz","3,60",GHz,"3,4",GHz,"3,4",Socket 1150,22,8MB,84,"Jun 2nd, 2013",Jun 2nd,2013
2145,Intel Xeon E3-1230,Xeon E3-1230,Intel,,Sandy Bridge,4 / 8,4,8,6,"3,2 to 3,6 GHz",,,,"3,2"," 3,6 GHz","3,60",GHz,"3,4",GHz,"3,4",Socket 1155,32,8MB,80,"Apr 3rd, 2011",Apr 3rd,2011
2146,Intel Xeon E3-1230 v2,Xeon E3-1230 v2,Intel,,Ivy Bridge,4 / 8,4,8,6,"3,3 to 3,7 GHz",,,,"3,3"," 3,7 GHz","3,70",GHz,"3,5",GHz,"3,5",Socket 1155,22,8MB,69,"May 14th, 2012",May 14th,2012
2147,Intel Xeon E3-1230 v3,Xeon E3-1230 v3,Intel,,Haswell-WS,4 / 8,4,8,6,"3,3 to 3,7 GHz",,,,"3,3"," 3,7 GHz","3,70",GHz,"3,5",GHz,"3,5",Socket 1150,22,8MB,80,"Jun 2nd, 2013",Jun 2nd,2013
2148,Intel Xeon E3-1230L v3,Xeon E3-1230L v3,Intel,,Haswell-WS,4 / 8,4,8,6,"1,8 to 2,8 GHz",,,,"1,8"," 2,8 GHz","2,80",GHz,"2,3",GHz,"2,3",Socket 1150,22,8MB,25,"Jun 2nd, 2013",Jun 2nd,2013
2149,Intel Xeon E3-1235,Xeon E3-1235,Intel,,Sandy Bridge,4 / 8,4,8,6,"3,2 to 3,6 GHz",,,,"3,2"," 3,6 GHz","3,60",GHz,"3,4",GHz,"3,4",Socket 1155,32,8MB,95,"Apr 3rd, 2011",Apr 3rd,2011
2150,Intel Xeon E3-1240,Xeon E3-1240,Intel,,Sandy Bridge,4 / 8,4,8,6,"3,3 to 3,7 GHz",,,,"3,3"," 3,7 GHz","3,70",GHz,"3,5",GHz,"3,5",Socket 1155,32,8MB,80,"Apr 3rd, 2011",Apr 3rd,2011
2151,Intel Xeon E3-1240 v2,Xeon E3-1240 v2,Intel,,Ivy Bridge,4 / 8,4,8,6,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1155,22,8MB,69,"May 14th, 2012",May 14th,2012
2152,Intel Xeon E3-1240 v3,Xeon E3-1240 v3,Intel,,Haswell-WS,4 / 8,4,8,6,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1150,22,8MB,80,"Jun 2nd, 2013",Jun 2nd,2013
2153,Intel Xeon E3-1245,Xeon E3-1245,Intel,,Sandy Bridge,4 / 8,4,8,6,"3,3 to 3,7 GHz",,,,"3,3"," 3,7 GHz","3,70",GHz,"3,5",GHz,"3,5",Socket 1155,32,8MB,95,"Apr 3rd, 2011",Apr 3rd,2011
2154,Intel Xeon E3-1245 v2,Xeon E3-1245 v2,Intel,,Ivy Bridge,4 / 8,4,8,6,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1155,22,8MB,77,"May 14th, 2012",May 14th,2012
2155,Intel Xeon E3-1245 v3,Xeon E3-1245 v3,Intel,,Haswell-WS,4 / 8,4,8,6,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1150,22,8MB,84,"Jun 2nd, 2013",Jun 2nd,2013
2156,Intel Xeon E3-1260L,Xeon E3-1260L,Intel,,Sandy Bridge,4 / 8,4,8,6,"2,4 to 3,3 GHz",,,,"2,4"," 3,3 GHz","3,30",GHz,"2,85",GHz,"2,85",Socket 1155,32,8MB,45,"Apr 3rd, 2011",Apr 3rd,2011
2157,Intel Xeon E3-1265L v2,Xeon E3-1265L v2,Intel,,Ivy Bridge,4 / 8,4,8,6,"2,5 to 3,5 GHz",,,,"2,5"," 3,5 GHz","3,50",GHz,3,GHz,3,Socket 1155,22,8MB,45,"May 14th, 2012",May 14th,2012
2158,Intel Xeon E3-1265L v3,Xeon E3-1265L v3,Intel,,Haswell-WS,4 / 8,4,8,6,"2,5 to 3,7 GHz",,,,"2,5"," 3,7 GHz","3,70",GHz,"3,1",GHz,"3,1",Socket 1150,22,8MB,45,"Jun 2nd, 2013",Jun 2nd,2013
2159,Intel Xeon E3-1270,Xeon E3-1270,Intel,,Sandy Bridge,4 / 8,4,8,6,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1155,32,8MB,80,"Apr 3rd, 2011",Apr 3rd,2011
2160,Intel Xeon E3-1270 v2,Xeon E3-1270 v2,Intel,,Ivy Bridge,4 / 8,4,8,6,"3,5 to 3,9 GHz",,,,"3,5"," 3,9 GHz","3,90",GHz,"3,7",GHz,"3,7",Socket 1155,22,8MB,69,"May 14th, 2012",May 14th,2012
2161,Intel Xeon E3-1270 v3,Xeon E3-1270 v3,Intel,,Haswell-WS,4 / 8,4,8,6,"3,5 to 3,9 GHz",,,,"3,5"," 3,9 GHz","3,90",GHz,"3,7",GHz,"3,7",Socket 1150,22,8MB,80,"Jun 2nd, 2013",Jun 2nd,2013
2162,Intel Xeon E3-1275,Xeon E3-1275,Intel,,Sandy Bridge,4 / 8,4,8,6,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1155,32,8MB,95,"Apr 3rd, 2011",Apr 3rd,2011
2163,Intel Xeon E3-1275 v2,Xeon E3-1275 v2,Intel,,Ivy Bridge,4 / 8,4,8,6,"3,5 to 3,9 GHz",,,,"3,5"," 3,9 GHz","3,90",GHz,"3,7",GHz,"3,7",Socket 1155,22,8MB,77,"May 14th, 2012",May 14th,2012
2164,Intel Xeon E3-1275 v3,Xeon E3-1275 v3,Intel,,Haswell-WS,4 / 8,4,8,6,"3,5 to 3,9 GHz",,,,"3,5"," 3,9 GHz","3,90",GHz,"3,7",GHz,"3,7",Socket 1150,22,8MB,84,"Jun 2nd, 2013",Jun 2nd,2013
2165,Intel Xeon E3-1280,Xeon E3-1280,Intel,,Sandy Bridge,4 / 8,4,8,6,"3,5 to 3,9 GHz",,,,"3,5"," 3,9 GHz","3,90",GHz,"3,7",GHz,"3,7",Socket 1155,32,8MB,95,"Apr 3rd, 2011",Apr 3rd,2011
2166,Intel Xeon E3-1280 v2,Xeon E3-1280 v2,Intel,,Ivy Bridge,4 / 8,4,8,6,"3,6 to 4 GHz",,,,"3,6", 4 GHz,"4,00",GHz,"3,8",GHz,"3,8",Socket 1155,22,8MB,69,"May 14th, 2012",May 14th,2012
2167,Intel Xeon E3-1280 v3,Xeon E3-1280 v3,Intel,,Haswell-WS,4 / 8,4,8,6,"3,6 to 4 GHz",,,,"3,6", 4 GHz,"4,00",GHz,"3,8",GHz,"3,8",Socket 1150,22,8MB,82,"Jun 2nd, 2013",Jun 2nd,2013
2168,Intel Xeon E3-1280 v5,Xeon E3-1280 v5,Intel,,Skylake-S,4 / 8,4,8,6,"3,7 to 4 GHz",,,,"3,7", 4 GHz,"4,00",GHz,"3,85",GHz,"3,85",Socket 1151,14,8MB,80,"Oct 19th, 2015",Oct 19th,2015
2169,Intel Xeon E3-1285 v3,Xeon E3-1285 v3,Intel,,Haswell-WS,4 / 8,4,8,6,"3,6 to 4 GHz",,,,"3,6", 4 GHz,"4,00",GHz,"3,8",GHz,"3,8",Socket 1150,22,8MB,84,"Jun 2nd, 2013",Jun 2nd,2013
2170,Intel Xeon E3-1285 v4,Xeon E3-1285 v4,Intel,,Broadwell-DT,4 / 8,4,8,6,"3,5 to 3,8 GHz",,,,"3,5"," 3,8 GHz","3,80",GHz,"3,65",GHz,"3,65",Socket 1150,14,6MB,95,"Jun 2nd, 2015",Jun 2nd,2015
2171,Intel Xeon E3-1285 v6,Xeon E3-1285 v6,Intel,,Kaby Lake-DT,4 / 8,4,8,6,"4,1 to 4,5 GHz",,,,"4,1"," 4,5 GHz","4,50",GHz,"4,3",GHz,"4,3",Socket 1151,14,8MB,79,"Aug 1st, 2017",Aug 1st,2017
2172,Intel Xeon E3-1285L v3,Xeon E3-1285L v3,Intel,,Haswell-WS,4 / 8,4,8,6,"3,1 to 3,9 GHz",,,,"3,1"," 3,9 GHz","3,90",GHz,"3,5",GHz,"3,5",Socket 1150,22,8MB,65,"Jun 2nd, 2013",Jun 2nd,2013
2173,Intel Xeon E3-1290,Xeon E3-1290,Intel,,Sandy Bridge,4 / 8,4,8,6,"3,6 to 4 GHz",,,,"3,6", 4 GHz,"4,00",GHz,"3,8",GHz,"3,8",Socket 1155,32,8MB,95,"May 29th, 2011",May 29th,2011
2174,Intel Xeon E3-1290 v2,Xeon E3-1290 v2,Intel,,Ivy Bridge,4 / 8,4,8,6,"3,7 to 4,1 GHz",,,,"3,7"," 4,1 GHz","4,10",GHz,"3,9",GHz,"3,9",Socket 1155,22,8MB,87,"May 14th, 2012",May 14th,2012
2175,Intel Xeon E5-1410,Xeon E5-1410,Intel,,Sandy Bridge-EN,4 / 8,4,8,6,"2,8 to 3,2 GHz",,,,"2,8"," 3,2 GHz","3,20",GHz,3,GHz,3,Socket 1356,32,10MB,80,"May 14th, 2012",May 14th,2012
2176,Intel Xeon E5-1428L,Xeon E5-1428L,Intel,,Sandy Bridge-EN,6 / 12,6,12,9,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 1356,32,15MB,60,"May 14th, 2012",May 14th,2012
2177,Intel Xeon E5-1620,Xeon E5-1620,Intel,,Sandy Bridge-E,4 / 8,4,8,6,"3,6 to 3,8 GHz",,,,"3,6"," 3,8 GHz","3,80",GHz,"3,7",GHz,"3,7",Socket 2011,32,10MB,130,"Mar 6th, 2012",Mar 6th,2012
2178,Intel Xeon E5-1620 v2,Xeon E5-1620 v2,Intel,,Ivy Bridge-E,4 / 8,4,8,6,"3,7 GHz","3,7 GHz","3,7",GHz,,,,,"3,7",GHz,"3,7",Socket 2011,22,10MB,130,"Sep 1st, 2013",Sep 1st,2013
2179,Intel Xeon E5-1650,Xeon E5-1650,Intel,,Sandy Bridge-E,6 / 12,6,12,9,"3,2 to 3,8 GHz",,,,"3,2"," 3,8 GHz","3,80",GHz,"3,5",GHz,"3,5",Socket 2011,32,12MB,130,"Mar 6th, 2012",Mar 6th,2012
2180,Intel Xeon E5-1650 v2,Xeon E5-1650 v2,Intel,,Ivy Bridge-E,6 / 12,6,12,9,"3,5 GHz","3,5 GHz","3,5",GHz,,,,,"3,5",GHz,"3,5",Socket 2011,22,12MB,130,"Sep 1st, 2013",Sep 1st,2013
2181,Intel Xeon E5-1660,Xeon E5-1660,Intel,,Sandy Bridge-E,6 / 12,6,12,9,"3,3 to 3,9 GHz",,,,"3,3"," 3,9 GHz","3,90",GHz,"3,6",GHz,"3,6",Socket 2011,32,15MB,130,"Mar 6th, 2012",Mar 6th,2012
2182,Intel Xeon E5-1660 v2,Xeon E5-1660 v2,Intel,,Ivy Bridge-E,6 / 12,6,12,9,"3,7 GHz","3,7 GHz","3,7",GHz,,,,,"3,7",GHz,"3,7",Socket 2011,22,15MB,130,"Sep 1st, 2013",Sep 1st,2013
2183,Intel Xeon E5-2403,Xeon E5-2403,Intel,,Sandy Bridge-EN,4 / 8,4,8,6,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 1356,32,10MB,80,"May 14th, 2012",May 14th,2012
2184,Intel Xeon E5-2403 v2,Xeon E5-2403 v2,Intel,,Ivy Bridge-EN,4,,,4,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 1356,22,10MB,80,"Sep 1st, 2013",Sep 1st,2013
2185,Intel Xeon E5-2407,Xeon E5-2407,Intel,,Sandy Bridge-EN,4 / 8,4,8,6,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 1356,32,10MB,80,"May 14th, 2012",May 14th,2012
2186,Intel Xeon E5-2407 v2,Xeon E5-2407 v2,Intel,,Ivy Bridge-EN,4,,,4,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 1356,22,10MB,80,"Sep 1st, 2013",Sep 1st,2013
2187,Intel Xeon E5-2418L,Xeon E5-2418L,Intel,,Sandy Bridge-EN,4 / 8,4,8,6,"2 to 2,1 GHz",,,,2," 2,1 GHz","2,10",GHz,"2,05",GHz,"2,05",Socket 1356,32,10MB,50,"May 14th, 2012",May 14th,2012
2188,Intel Xeon E5-2420,Xeon E5-2420,Intel,,Sandy Bridge-EN,6 / 12,6,12,9,"1,9 to 2,4 GHz",,,,"1,9"," 2,4 GHz","2,40",GHz,"2,15",GHz,"2,15",Socket 1356,32,15MB,95,"May 14th, 2012",May 14th,2012
2189,Intel Xeon E5-2420 v2,Xeon E5-2420 v2,Intel,,Ivy Bridge-EN,6 / 12,6,12,9,"2,2 GHz","2,2 GHz","2,2",GHz,,,,,"2,2",GHz,"2,2",Socket 1356,22,15MB,80,"Sep 1st, 2013",Sep 1st,2013
2190,Intel Xeon E5-2428L,Xeon E5-2428L,Intel,,Sandy Bridge-EN,6 / 12,6,12,9,"1,8 to 2 GHz",,,,"1,8", 2 GHz,"2,00",GHz,"1,9",GHz,"1,9",Socket 1356,32,15MB,60,"May 14th, 2012",May 14th,2012
2191,Intel Xeon E5-2430,Xeon E5-2430,Intel,,Sandy Bridge-EN,6 / 12,6,12,9,"2,2 to 2,7 GHz",,,,"2,2"," 2,7 GHz","2,70",GHz,"2,45",GHz,"2,45",Socket 1356,32,15MB,95,"May 14th, 2012",May 14th,2012
2192,Intel Xeon E5-2430 v2,Xeon E5-2430 v2,Intel,,Ivy Bridge-EN,6 / 12,6,12,9,"2,5 GHz","2,5 GHz","2,5",GHz,,,,,"2,5",GHz,"2,5",Socket 1356,22,15MB,80,"Sep 1st, 2013",Sep 1st,2013
2193,Intel Xeon E5-2430L,Xeon E5-2430L,Intel,,Sandy Bridge-EN,6 / 12,6,12,9,"2 to 2,5 GHz",,,,2," 2,5 GHz","2,50",GHz,"2,25",GHz,"2,25",Socket 1356,32,15MB,60,"May 14th, 2012",May 14th,2012
2194,Intel Xeon E5-2440,Xeon E5-2440,Intel,,Sandy Bridge-EN,6 / 12,6,12,9,"2,4 to 2,9 GHz",,,,"2,4"," 2,9 GHz","2,90",GHz,"2,65",GHz,"2,65",Socket 1356,32,15MB,95,"May 14th, 2012",May 14th,2012
2195,Intel Xeon E5-2440 v2,Xeon E5-2440 v2,Intel,,Ivy Bridge-EN,8 / 16,8,16,12,1900 MHz,1900 MHz,1900,MHz,,,,,1900,MHz,"1,9",Socket 1356,22,20MB,95,"Sep 1st, 2013",Sep 1st,2013
2196,Intel Xeon E5-2448L,Xeon E5-2448L,Intel,,Sandy Bridge-EN,8 / 16,8,16,12,"1,8 to 2,1 GHz",,,,"1,8"," 2,1 GHz","2,10",GHz,"1,95",GHz,"1,95",Socket 1356,32,20MB,70,"May 14th, 2012",May 14th,2012
2197,Intel Xeon E5-2450,Xeon E5-2450,Intel,,Sandy Bridge-EN,8 / 16,8,16,12,"2,1 to 2,9 GHz",,,,"2,1"," 2,9 GHz","2,90",GHz,"2,5",GHz,"2,5",Socket 1356,32,20MB,95,"May 14th, 2012",May 14th,2012
2198,Intel Xeon E5-2450 v2,Xeon E5-2450 v2,Intel,,Ivy Bridge-EN,8 / 16,8,16,12,"2,5 GHz","2,5 GHz","2,5",GHz,,,,,"2,5",GHz,"2,5",Socket 1356,22,20MB,95,"Sep 1st, 2013",Sep 1st,2013
2199,Intel Xeon E5-2450L,Xeon E5-2450L,Intel,,Sandy Bridge-EN,8 / 16,8,16,12,"1,8 to 2,3 GHz",,,,"1,8"," 2,3 GHz","2,30",GHz,"2,05",GHz,"2,05",Socket 1356,32,20MB,70,"May 14th, 2012",May 14th,2012
2200,Intel Xeon E5-2470,Xeon E5-2470,Intel,,Sandy Bridge-EN,8 / 16,8,16,12,"2,3 to 3,1 GHz",,,,"2,3"," 3,1 GHz","3,10",GHz,"2,7",GHz,"2,7",Socket 1356,32,20MB,95,"May 14th, 2012",May 14th,2012
2201,Intel Xeon E5-2470 v2,Xeon E5-2470 v2,Intel,,Ivy Bridge-EN,10 / 20,10,20,15,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 1356,22,25MB,95,"Sep 1st, 2013",Sep 1st,2013
2202,Intel Xeon E5-2603,Xeon E5-2603,Intel,,Sandy Bridge-EP,4,,,4,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 2011,32,10MB,80,"Mar 6th, 2012",Mar 6th,2012
2203,Intel Xeon E5-2603 v2,Xeon E5-2603 v2,Intel,,Ivy Bridge-EP,4,,,4,1800 MHz,1800 MHz,1800,MHz,,,,,1800,MHz,"1,8",Socket 2011,22,10MB,80,"Sep 1st, 2013",Sep 1st,2013
2204,Intel Xeon E5-2609,Xeon E5-2609,Intel,,Sandy Bridge-EP,4,,,4,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 2011,32,10MB,80,"Mar 6th, 2012",Mar 6th,2012
2205,Intel Xeon E5-2609 v2,Xeon E5-2609 v2,Intel,,Ivy Bridge-EP,4,,,4,"2,5 GHz","2,5 GHz","2,5",GHz,,,,,"2,5",GHz,"2,5",Socket 2011,22,10MB,80,"Sep 1st, 2013",Sep 1st,2013
2206,Intel Xeon E5-2620,Xeon E5-2620,Intel,,Sandy Bridge-EP,6 / 12,6,12,9,"2 to 2,5 GHz",,,,2," 2,5 GHz","2,50",GHz,"2,25",GHz,"2,25",Socket 2011,32,15MB,95,"Mar 6th, 2012",Mar 6th,2012
2207,Intel Xeon E5-2620 v2,Xeon E5-2620 v2,Intel,,Ivy Bridge-EP,6 / 12,6,12,9,"2,1 GHz","2,1 GHz","2,1",GHz,,,,,"2,1",GHz,"2,1",Socket 2011,22,15MB,80,"Sep 1st, 2013",Sep 1st,2013
2208,Intel Xeon E5-2630,Xeon E5-2630,Intel,,Sandy Bridge-EP,6 / 12,6,12,9,"2,3 to 2,8 GHz",,,,"2,3"," 2,8 GHz","2,80",GHz,"2,55",GHz,"2,55",Socket 2011,32,15MB,95,"Mar 6th, 2012",Mar 6th,2012
2209,Intel Xeon E5-2630 v2,Xeon E5-2630 v2,Intel,,Ivy Bridge-EP,6 / 12,6,12,9,"2,6 GHz","2,6 GHz","2,6",GHz,,,,,"2,6",GHz,"2,6",Socket 2011,22,15MB,80,"Sep 1st, 2013",Sep 1st,2013
2210,Intel Xeon E5-2630L,Xeon E5-2630L,Intel,,Sandy Bridge-EP,6 / 12,6,12,9,"2 to 2,5 GHz",,,,2," 2,5 GHz","2,50",GHz,"2,25",GHz,"2,25",Socket 2011,32,15MB,60,"Mar 6th, 2012",Mar 6th,2012
2211,Intel Xeon E5-2630L v2,Xeon E5-2630L v2,Intel,,Ivy Bridge-EP,6 / 12,6,12,9,"2,4 GHz","2,4 GHz","2,4",GHz,,,,,"2,4",GHz,"2,4",Socket 2011,22,15MB,60,"Sep 1st, 2013",Sep 1st,2013
2212,Intel Xeon E5-2637,Xeon E5-2637,Intel,,Sandy Bridge-EP,2 / 4,2,4,3,"3 to 3,5 GHz",,,,3," 3,5 GHz","3,50",GHz,"3,25",GHz,"3,25",Socket 2011,32,5MB,80,"Mar 6th, 2012",Mar 6th,2012
2213,Intel Xeon E5-2637 v2,Xeon E5-2637 v2,Intel,,Ivy Bridge-EP,4 / 8,4,8,6,"3,5 GHz","3,5 GHz","3,5",GHz,,,,,"3,5",GHz,"3,5",Socket 2011,22,10MB,130,"Sep 1st, 2013",Sep 1st,2013
2214,Intel Xeon E5-2640,Xeon E5-2640,Intel,,Sandy Bridge-EP,6 / 12,6,12,9,"2,5 to 3 GHz",,,,"2,5", 3 GHz,"3,00",GHz,"2,75",GHz,"2,75",Socket 2011,32,15MB,95,"Mar 6th, 2012",Mar 6th,2012
2215,Intel Xeon E5-2640 v2,Xeon E5-2640 v2,Intel,,Ivy Bridge-EP,8 / 16,8,16,12,2000 MHz,2000 MHz,2000,MHz,,,,,2000,MHz,2,Socket 2011,22,20MB,95,"Sep 1st, 2013",Sep 1st,2013
2216,Intel Xeon E5-2643,Xeon E5-2643,Intel,,Sandy Bridge-EP,4 / 8,4,8,6,"3,3 to 3,5 GHz",,,,"3,3"," 3,5 GHz","3,50",GHz,"3,4",GHz,"3,4",Socket 2011,32,10MB,130,"Mar 6th, 2012",Mar 6th,2012
2217,Intel Xeon E5-2643 v2,Xeon E5-2643 v2,Intel,,Ivy Bridge-EP,6 / 12,6,12,9,"3,5 GHz","3,5 GHz","3,5",GHz,,,,,"3,5",GHz,"3,5",Socket 2011,22,15MB,130,"Sep 1st, 2013",Sep 1st,2013
2218,Intel Xeon E5-2648L,Xeon E5-2648L,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"1,8 to 2,3 GHz",,,,"1,8"," 2,3 GHz","2,30",GHz,"2,05",GHz,"2,05",Socket 2011,32,20MB,70,"Mar 6th, 2012",Mar 6th,2012
2219,Intel Xeon E5-2650,Xeon E5-2650,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"2 to 2,8 GHz",,,,2," 2,8 GHz","2,80",GHz,"2,4",GHz,"2,4",Socket 2011,32,20MB,95,"Mar 6th, 2012",Mar 6th,2012
2220,Intel Xeon E5-2650 v2,Xeon E5-2650 v2,Intel,,Ivy Bridge-EP,8 / 16,8,16,12,"2,6 to 3,4 GHz",,,,"2,6"," 3,4 GHz","3,40",GHz,3,GHz,3,Socket 2011,22,20MB,95,"Sep 1st, 2013",Sep 1st,2013
2221,Intel Xeon E5-2650L,Xeon E5-2650L,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"1,8 to 2,3 GHz",,,,"1,8"," 2,3 GHz","2,30",GHz,"2,05",GHz,"2,05",Socket 2011,32,20MB,70,"Mar 6th, 2012",Mar 6th,2012
2222,Intel Xeon E5-2650L v2,Xeon E5-2650L v2,Intel,,Ivy Bridge-EP,10 / 20,10,20,15,1700 MHz,1700 MHz,1700,MHz,,,,,1700,MHz,"1,7",Socket 2011,22,25MB,70,"Sep 1st, 2013",Sep 1st,2013
2223,Intel Xeon E5-2658,Xeon E5-2658,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"2,1 to 2,4 GHz",,,,"2,1"," 2,4 GHz","2,40",GHz,"2,25",GHz,"2,25",Socket 2011,32,20MB,95,"Mar 6th, 2012",Mar 6th,2012
2224,Intel Xeon E5-2660,Xeon E5-2660,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"2,2 to 3 GHz",,,,"2,2", 3 GHz,"3,00",GHz,"2,6",GHz,"2,6",Socket 2011,32,20MB,95,"Mar 6th, 2012",Mar 6th,2012
2225,Intel Xeon E5-2660 v2,Xeon E5-2660 v2,Intel,,Ivy Bridge-EP,10 / 20,10,20,15,"2,2 to 3 GHz",,,,"2,2", 3 GHz,"3,00",GHz,"2,6",GHz,"2,6",Socket 2011,22,25MB,95,"Sep 1st, 2013",Sep 1st,2013
2226,Intel Xeon E5-2665,Xeon E5-2665,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"2,4 to 3,1 GHz",,,,"2,4"," 3,1 GHz","3,10",GHz,"2,75",GHz,"2,75",Socket 2011,32,20MB,115,"Mar 6th, 2012",Mar 6th,2012
2227,Intel Xeon E5-2667,Xeon E5-2667,Intel,,Sandy Bridge-EP,6 / 12,6,12,9,"2,9 to 3,5 GHz",,,,"2,9"," 3,5 GHz","3,50",GHz,"3,2",GHz,"3,2",Socket 2011,32,15MB,130,"Mar 6th, 2012",Mar 6th,2012
2228,Intel Xeon E5-2667 v2,Xeon E5-2667 v2,Intel,,Ivy Bridge-EP,8 / 16,8,16,12,"3,3 GHz","3,3 GHz","3,3",GHz,,,,,"3,3",GHz,"3,3",Socket 2011,22,20MB,130,"Sep 1st, 2013",Sep 1st,2013
2229,Intel Xeon E5-2670,Xeon E5-2670,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"2,6 to 3,3 GHz",,,,"2,6"," 3,3 GHz","3,30",GHz,"2,95",GHz,"2,95",Socket 2011,32,20MB,115,"Mar 6th, 2012",Mar 6th,2012
2230,Intel Xeon E5-2670 v2,Xeon E5-2670 v2,Intel,,Ivy Bridge-EP,10 / 20,10,20,15,"2,5 to 3,3 GHz",,,,"2,5"," 3,3 GHz","3,30",GHz,"2,9",GHz,"2,9",Socket 2011,22,25MB,115,"Sep 1st, 2013",Sep 1st,2013
2231,Intel Xeon E5-2680,Xeon E5-2680,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"2,7 to 3,5 GHz",,,,"2,7"," 3,5 GHz","3,50",GHz,"3,1",GHz,"3,1",Socket 2011,32,20MB,130,"Mar 6th, 2012",Mar 6th,2012
2232,Intel Xeon E5-2680 v2,Xeon E5-2680 v2,Intel,,Ivy Bridge-EP,10 / 20,10,20,15,"2,8 to 3,6 GHz",,,,"2,8"," 3,6 GHz","3,60",GHz,"3,2",GHz,"3,2",Socket 2011,22,25MB,115,"Sep 1st, 2013",Sep 1st,2013
2233,Intel Xeon E5-2687W,Xeon E5-2687W,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"3,1 to 3,8 GHz",,,,"3,1"," 3,8 GHz","3,80",GHz,"3,45",GHz,"3,45",Socket 2011,32,20MB,150,"Mar 6th, 2012",Mar 6th,2012
2234,Intel Xeon E5-2687W v2,Xeon E5-2687W v2,Intel,,Ivy Bridge-EP,8 / 16,8,16,12,"3,4 to 4 GHz",,,,"3,4", 4 GHz,"4,00",GHz,"3,7",GHz,"3,7",Socket 2011,22,20MB,130,"Sep 1st, 2013",Sep 1st,2013
2235,Intel Xeon E5-2690,Xeon E5-2690,Intel,,Sandy Bridge-EP,8 / 16,8,16,12,"2,9 to 3,8 GHz",,,,"2,9"," 3,8 GHz","3,80",GHz,"3,35",GHz,"3,35",Socket 2011,32,20MB,135,"Mar 6th, 2012",Mar 6th,2012
2236,Intel Xeon E5-2690 v2,Xeon E5-2690 v2,Intel,,Ivy Bridge-EP,10 / 20,10,20,15,"3 to 3,8 GHz",,,,3," 3,8 GHz","3,80",GHz,"3,4",GHz,"3,4",Socket 2011,22,25MB,130,"Sep 1st, 2013",Sep 1st,2013
